Species,SpecCode,Genus,Author,FBname,DemersPelag,Subfamily,DepthRangeShallow,DepthRangeDeep,DepthRangeComShallow,DepthRangeComDeep,Length,CommonLength,Weight,Northernmost,NorthSouthN,Southermost,NorthSouthS,Westernmost,WestEastW,Easternmost,WestEastE,TempMin,TempMax
Cygnodraco mawsoni,7099,Cygnodraco,"Waite, 1916",Mawson's dragonfish,demersal,Bathydraconinae,110,300,NA,NA,45.29999923706055,NA,404.20001220703125,65,S,79,S,NA,NA,NA,NA,NA,NA
Cypho purpurascens,12645,Cypho,"(De Vis, 1884)",Oblique-lined dottyback,reef-associated,Pseudochrominae,5,40,5,35,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypho zaps,65044,Cypho,"Gill, 2004",Checkered dottyback,reef-associated,Pseudochrominae,5,35,NA,NA,5.099999904632568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryogalops adamsoni,46392,Coryogalops,"(Goren, 1985)",Adamson's goby,demersal,Gobiinae,1,3,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryogalops anomolus,46394,Coryogalops,"Smith, 1958",Anomolous goby,demersal,Gobiinae,1,16,NA,NA,5.800000190734863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryogalops tessellatus,26677,Coryogalops,"Randall, 1994",NA,demersal,Gobiinae,0,6,NA,NA,3.450000047683716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaena equiselis,7,Coryphaena,"Linnaeus, 1758",Pompano dolphinfish,pelagic-oceanic,NA,0,400,NA,NA,145.6999969482422,50,NA,48,N,48,S,180,W,180,E,24,NA
Coryphaena equiselis,7,Coryphaena,"Linnaeus, 1758",Pompano dolphinfish,pelagic-oceanic,NA,0,400,NA,NA,145.6999969482422,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaena hippurus,6,Coryphaena,"Linnaeus, 1758",Common dolphinfish,pelagic-neritic,NA,0,85,5,10,210,100,40000,50,N,40,S,180,W,180,E,21,30
Coryphaenoides acrolepis,8467,Coryphaenoides,"(Bean, 1884)",Pacific grenadier,bathydemersal,NA,300,3700,900,1300,104,46.900001525878906,3000,62,N,28,N,134,E,115,W,1,4
Coryphaenoides alateralis,58864,Coryphaenoides,"Marshall & Iwamoto, 1973",NA,bathydemersal,NA,1035,1116,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides altipinnis,23628,Coryphaenoides,"Günther, 1877",NA,benthopelagic,NA,NA,NA,NA,NA,48.29999923706055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides anguliceps,8470,Coryphaenoides,"(Garman, 1899)",Loosescale grenadier,bathydemersal,NA,720,2400,NA,NA,50,NA,NA,24,N,6,S,112,W,78,W,NA,NA
Coryphaenoides armatus,5127,Coryphaenoides,"(Hector, 1875)",Abyssal grenadier,bathypelagic,NA,282,5180,NA,NA,102,NA,NA,65,N,61,S,180,W,180,E,NA,NA
Coryphaenoides asper,23206,Coryphaenoides,"Günther, 1877",NA,benthopelagic,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides brevibarbis,27726,Coryphaenoides,"(Goode & Bean, 1896)",NA,bathypelagic,NA,430,4700,NA,2400,35,NA,NA,65,n,40,s,70,w,1,w,NA,NA
Coryphaenoides capito,13887,Coryphaenoides,"(Garman, 1899)",Bighead grenadier,bathypelagic,NA,305,1000,NA,NA,32.400001525878906,NA,NA,29,N,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides carapinus,17066,Coryphaenoides,"Goode & Bean, 1883",Carapine grenadier,bathydemersal,NA,384,5610,NA,NA,45,NA,NA,63,n,38,s,76,w,79,e,NA,NA
Coryphaenoides carminifer,8472,Coryphaenoides,"(Garman, 1899)",Carmine grenadier,bathypelagic,NA,589,1870,NA,NA,36,NA,NA,7,N,5,S,88,W,80,W,NA,NA
Coryphaenoides cinereus,8473,Coryphaenoides,"(Gilbert, 1896)",Popeye grenadier,bathydemersal,NA,150,3500,800,1200,66,44.099998474121094,550,60,N,33,N,140,E,123,W,0.3,3.8
Coryphaenoides dossenus,58844,Coryphaenoides,"McMillan, 1999",Humpback whiptail,bathydemersal,NA,NA,910,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides ferrieri,7133,Coryphaenoides,"(Regan, 1913)",NA,benthopelagic,NA,2525,3931,NA,NA,60,NA,NA,54,S,74,S,NA,NA,NA,NA,NA,NA
Coryphaenoides filifer,24679,Coryphaenoides,"(Gilbert, 1896)",Filamented rattail,bathydemersal,NA,1285,2904,NA,NA,55,NA,NA,66,N,32,N,NA,NA,NA,NA,NA,NA
Coryphaenoides guentheri,8176,Coryphaenoides,"(Vaillant, 1888)",Günther's grenadier,bathydemersal,NA,831,2830,NA,NA,50,NA,NA,62,N,19,N,74,W,17,E,NA,NA
Coryphaenoides lecointei,7134,Coryphaenoides,"(Dollo, 1900)",NA,bathydemersal,NA,2154,3931,NA,NA,60,NA,NA,47,S,73,S,NA,NA,NA,NA,NA,NA
Coryphaenoides leptolepis,17101,Coryphaenoides,"Günther, 1877",Ghostly grenadier,bathydemersal,NA,610,4000,1900,3700,62,NA,NA,59,N,32,N,NA,NA,NA,NA,NA,NA
Coryphaenoides longifilis,8474,Coryphaenoides,"Günther, 1877",Longfin grenadier,bathydemersal,NA,550,3000,800,1500,110,NA,2600,60,N,28,N,131,E,175,W,NA,NA
Coryphaenoides marginatus,8476,Coryphaenoides,"Steindachner & Döderlein, 1887",Amami grenadier,bathydemersal,NA,250,790,NA,NA,62,NA,NA,35,N,24,N,121,E,140,E,NA,NA
Coryphaenoides marshalli,17059,Coryphaenoides,"Iwamoto, 1970",NA,bathydemersal,NA,1134,1556,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides mcmillani,27118,Coryphaenoides,"Iwamoto & Shcherbachev, 1991",McMillan's whiptail,bathypelagic,NA,817,1400,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides mediterraneus,8175,Coryphaenoides,"(Giglioli, 1893)",Mediterranean grenadier,bathypelagic,NA,1000,4262,NA,NA,73,NA,NA,67,N,18,N,98,W,17,E,NA,NA
Coryphaenoides mexicanus,8477,Coryphaenoides,"(Parr, 1946)",Mexican grenadier,bathydemersal,NA,110,1600,NA,NA,40,NA,NA,29,N,21,N,98,W,80,W,NA,NA
Coryphaenoides microps,16267,Coryphaenoides,"(Smith & Radcliffe, 1912)",NA,bathypelagic,NA,410,1025,NA,NA,41.29999923706055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides microstomus,58849,Coryphaenoides,"McMillan, 1999",NA,bathydemersal,NA,1549,1723,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides murrayi,46974,Coryphaenoides,"Günther, 1878",Abyssal rattail,bathydemersal,NA,1196,2350,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides nasutus,8478,Coryphaenoides,"Günther, 1877",Largenose grenadier,bathydemersal,NA,NA,1537,NA,NA,47,NA,NA,48,N,24,N,120,E,155,E,1.5,5
Coryphaenoides paramarshalli,52234,Coryphaenoides,"Merrett, 1983",NA,bathydemersal,NA,1134,2160,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides profundicolus,17103,Coryphaenoides,"(Nybelin, 1957)",Deepwater grenadier,benthopelagic,NA,NA,4872,NA,NA,NA,NA,NA,49,N,27,N,NA,NA,NA,NA,NA,NA
Coryphaenoides rudis,16255,Coryphaenoides,"Günther, 1878",Rudis rattail,bathypelagic,NA,600,2380,NA,NA,111,NA,NA,35,N,8,N,NA,NA,NA,NA,NA,NA
Coryphaenoides rupestris,332,Coryphaenoides,"Gunnerus, 1765",Roundnose grenadier,bathypelagic,NA,180,2600,400,1200,110,NA,1690,73,N,20,N,77,W,32,E,NA,NA
Coryphaenoides rupestris,332,Coryphaenoides,"Gunnerus, 1765",Roundnose grenadier,bathypelagic,NA,180,2600,400,1200,110,NA,1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides serrulatus,8480,Coryphaenoides,"Günther, 1878",Serrulate whiptail,bathydemersal,NA,540,2070,NA,NA,48.20000076293945,NA,NA,33,S,50,S,137,E,179,W,NA,NA
Coryphaenoides soyoae,68731,Coryphaenoides,"Nakayama & Endo, 2016",Black grenadier,benthopelagic,NA,2740,2991,NA,NA,57.79999923706055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides striaturus,16772,Coryphaenoides,"Barnard, 1925",Striate whiptail,bathypelagic,NA,823,1738,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides subserrulatus,8481,Coryphaenoides,"Makushok, 1976",Longrayed whiptail,bathydemersal,NA,900,1180,900,1050,37,NA,NA,33,S,58,S,14,E,50,W,NA,NA
Coryphaenoides yaquinae,52233,Coryphaenoides,"Iwamoto & Stein, 1974",NA,bathydemersal,NA,3400,5800,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphaenoides zaniophorus,8482,Coryphaenoides,"(Vaillant, 1888)",Thickbeard grenadier,bathydemersal,NA,400,2375,NA,NA,40,NA,NA,37,N,0,N,98,W,4,W,NA,NA
Coryphoblennius galerita,7644,Coryphoblennius,"(Linnaeus, 1758)",Montagu's blenny,demersal,Salariinae,NA,NA,NA,NA,7.599999904632568,NA,NA,52,N,20,N,19,W,42,E,NA,NA
Coryphopterus alloides,3841,Coryphopterus,"Böhlke & Robins, 1960",Barfin goby,reef-associated,Gobiinae,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus curasub,70488,Coryphopterus,"Baldwin & Robertson, 2015",NA,reef-associated,Gobiinae,70,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus dicrus,3842,Coryphopterus,"Böhlke & Robins, 1960",Colon goby,reef-associated,Gobiinae,3,20,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus eidolon,3843,Coryphopterus,"Böhlke & Robins, 1960",Pallid goby,reef-associated,Gobiinae,6,30,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus glaucofraenum,3844,Coryphopterus,"Gill, 1863",Bridled goby,reef-associated,Gobiinae,2,45,NA,NA,8,NA,NA,37,N,33,S,NA,NA,NA,NA,NA,NA
Coryphopterus hyalinus,3845,Coryphopterus,"Böhlke & Robins, 1962",Glass goby,reef-associated,Gobiinae,8,52,NA,NA,2.5,NA,NA,30,N,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus kuna,63493,Coryphopterus,"Victor, 2007",Kuna goby,benthopelagic,Gobiinae,10,30,NA,NA,1.7100000381469727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus lipernes,3846,Coryphopterus,"Böhlke & Robins, 1962",Peppermint goby,reef-associated,Gobiinae,0,13,NA,NA,3,NA,NA,25,N,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus personatus,3848,Coryphopterus,"(Jordan & Thompson, 1905)",Masked goby,reef-associated,Gobiinae,3,46,3,46,4,NA,NA,32,N,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus punctipectophorus,3849,Coryphopterus,"Springer, 1960",Spotted goby,reef-associated,Gobiinae,18,37,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus thrix,3850,Coryphopterus,"Böhlke & Robins, 1960",Bartail goby,reef-associated,Gobiinae,10,20,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus tortugae,63732,Coryphopterus,"(Jordan, 1904)",Patch-reef goby,reef-associated,Gobiinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coryphopterus urospilus,25534,Coryphopterus,"Ginsburg, 1938",Redlight goby,reef-associated,Gobiinae,5,40,NA,NA,6.5,NA,NA,32,N,10,S,115,W,77,W,NA,NA
Coryphopterus venezuelae,28076,Coryphopterus,"Cervigón, 1966",NA,demersal,Gobiinae,0,NA,0,1,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corythoichthys amplexus,6659,Corythoichthys,"Dawson & Randall, 1975",Brown-banded pipefish,reef-associated,Syngnathinae,0,31,NA,NA,10,NA,NA,35,N,25,S,NA,NA,NA,NA,NA,NA
Corythoichthys benedetto,63726,Corythoichthys,"Allen & Erdmann, 2008",Benedetto's pipefish,reef-associated,Syngnathinae,5,20,NA,NA,6.760000228881836,NA,NA,5,S,9,S,114,E,146,E,NA,NA
Corythoichthys flavofasciatus,5959,Corythoichthys,"(Rüppell, 1838)",Network pipefish,reef-associated,Syngnathinae,NA,25,NA,NA,12,NA,NA,30,N,28,S,NA,NA,NA,NA,NA,NA
Corythoichthys haematopterus,5960,Corythoichthys,"(Bleeker, 1851)",Messmate pipefish,reef-associated,Syngnathinae,0,21,NA,NA,19.799999237060547,NA,NA,32,N,27,S,34,e,170,w,NA,NA
Corythoichthys intestinalis,5961,Corythoichthys,"(Ramsay, 1881)",Scribbled pipefish,reef-associated,Syngnathinae,20,68,NA,68,16,NA,NA,16,N,23,S,NA,NA,NA,NA,NA,NA
Corythoichthys nigripectus,5962,Corythoichthys,"Herald, 1953",Black-breasted pipefish,reef-associated,Syngnathinae,5,30,NA,NA,11,NA,NA,30,N,18,S,NA,NA,NA,NA,NA,NA
Corythoichthys polynotatus,5964,Corythoichthys,"Dawson, 1977",Many-spotted pipefish,reef-associated,Syngnathinae,0,5,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corythoichthys schultzi,5965,Corythoichthys,"Herald, 1953",Schultz's pipefish,reef-associated,Syngnathinae,2,30,NA,NA,16,NA,NA,35,N,25,S,NA,NA,NA,NA,NA,NA
Cosmocampus albirostris,3280,Cosmocampus,"(Kaup, 1856)",Whitenose pipefish,reef-associated,Syngnathinae,0,50,NA,NA,20,NA,NA,30,N,23,S,NA,NA,NA,NA,NA,NA
Cosmocampus arctus,3293,Cosmocampus,"(Jenkins & Evermann, 1889)",Snubnose pipefish,reef-associated,Syngnathinae,NA,10,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cosmocampus balli,7875,Cosmocampus,"(Fowler, 1925)",Ball's pipe fish,reef-associated,Syngnathinae,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cosmocampus banneri,5966,Cosmocampus,"(Herald & Randall, 1972)",Roughridge pipefish,reef-associated,Syngnathinae,2,30,NA,NA,5.800000190734863,NA,NA,30,N,23,S,NA,NA,NA,NA,NA,NA
Cosmocampus brachycephalus,3281,Cosmocampus,"(Poey, 1868)",Crested pipefish,demersal,Syngnathinae,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cosmocampus darrosanus,5967,Cosmocampus,"(Dawson & Randall, 1975)",D'Arros pipefish,reef-associated,Syngnathinae,0,3,NA,NA,7.400000095367432,NA,NA,16,N,24,S,NA,NA,NA,NA,NA,NA
Cosmocampus elucens,3297,Cosmocampus,"(Poey, 1868)",Shortfin pipefish,reef-associated,Syngnathinae,1,345,NA,NA,15,NA,NA,37,N,5,N,NA,NA,NA,NA,NA,NA
Cosmocampus hildebrandi,3302,Cosmocampus,"(Herald, 1965)",Dwarf pipefish,demersal,Syngnathinae,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cosmocampus howensis,46115,Cosmocampus,"(Whitley, 1948)",Lord Howe pipefish,demersal,Syngnathinae,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cosmocampus investigatoris,46117,Cosmocampus,"(Hora, 1926)",Investigator pipefish,benthopelagic,Syngnathinae,2,45,NA,NA,7.150000095367432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cottapistus cottoides,10528,Cottapistus,"(Linnaeus, 1758)",Marbled stingfish,demersal,NA,NA,24,NA,NA,9.199999809265137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cottiusculus gonez,23946,Cottiusculus,"Jordan & Starks, 1904",NA,demersal,NA,150,250,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cottiusculus nihonkaiensis,65530,Cottiusculus,"Kai & Nakabo, 2009",NA,demersal,NA,100,150,NA,NA,7.789999961853027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cottiusculus schmidti,23947,Cottiusculus,"Jordan & Starks, 1904",NA,demersal,NA,20,300,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cottoperca gobio,51212,Cottoperca,"(Günther, 1861)",Channel bull blenny,demersal,NA,NA,NA,NA,NA,80,33.88999938964844,NA,34,S,57,S,76,w,53,w,NA,NA
Cottoperca trigloides,66100,Cottoperca,"(Forster, 1801)",NA,demersal,NA,5,310,NA,NA,36.5,NA,1269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cottunculus microps,9199,Cottunculus,"Collett, 1875",Polar sculpin,bathydemersal,NA,165,1342,165,215,30,14,NA,79,N,38,N,76,W,36,E,NA,NA
Cottunculus nudus,47424,Cottunculus,"Nelson, 1989",Bonyskull toadfish,demersal,NA,NA,1123,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cottunculus thomsonii,15623,Cottunculus,"(Günther, 1882)",Pallid sculpin,bathydemersal,NA,100,1600,NA,NA,43,NA,1360,73,n,10,n,81,w,2,w,NA,NA
Cottus aleuticus,4061,Cottus,"Gilbert, 1896",Coastrange sculpin,demersal,NA,NA,NA,NA,NA,17,6,NA,68,N,35,N,175,w,120,w,NA,NA
Cottus amblystomopsis,23932,Cottus,"Schmidt, 1904",Sakhalin sculpin,demersal,NA,0,10,NA,NA,20.799999237060547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cottus asper,4062,Cottus,"Richardson, 1836",Prickly sculpin,demersal,NA,NA,NA,NA,NA,30,7,NA,60,N,32,N,NA,NA,NA,NA,NA,NA
Cottus kazika,23929,Cottus,"Jordan & Starks, 1904",Fourspine sculpin,demersal,NA,NA,NA,NA,1,30,NA,NA,41,N,31,N,NA,NA,NA,NA,5,33.3
Cotylopus acutipinnis,9942,Cotylopus,"Guichenot, 1863",NA,benthopelagic,Sicydiinae,NA,NA,NA,NA,13.399999618530273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crapatalus angusticeps,47024,Crapatalus,"(Hutton, 1874)",Slender stargazer,demersal,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crapatalus munroi,51513,Crapatalus,"Last & Edgar, 1987",Robust pygmy-stargazer,demersal,NA,1,18,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crassinarke dormitor,22540,Crassinarke,"Takagi, 1951",Sleeper torpedo,demersal,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craterocephalus capreoli,15109,Craterocephalus,"Rendahl, 1922",North-west hardyhead,demersal,Craterocephalinae,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craterocephalus honoriae,15119,Craterocephalus,"(Ogilby, 1912)",Estuarine hardyhead,demersal,Craterocephalinae,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craterocephalus mugiloides,15238,Craterocephalus,"(McCulloch, 1912)",Spotted hardyhead,pelagic-neritic,Craterocephalinae,NA,NA,NA,NA,7,NA,NA,11,S,21,S,NA,NA,NA,NA,NA,NA
Craterognathus plagiotaenia,1910,Craterognathus,"(Bleeker, 1857)",Barcheek trevally,reef-associated,Caranginae,0,200,NA,NA,50,30,NA,30,N,23,S,NA,NA,NA,NA,NA,NA
Cratinus agassizii,17265,Cratinus,"Steindachner, 1878",Graery threadfin seabass,demersal,NA,1,12,NA,NA,60,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cremnochorites capensis,17070,Cremnochorites,"(Gilchrist & Thompson, 1908)",Cape triplefin,demersal,Tripterygiinae,5,30,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crenidens crenidens,7931,Crenidens,"(Forsskål, 1775)",Karanteen seabream,demersal,NA,NA,NA,NA,NA,30,28,NA,30,N,34,S,25,E,86,E,NA,NA
Crenidens macracanthus,68300,Crenidens,"Günther, 1874",Günther's karanteen,demersal,NA,NA,NA,NA,NA,14.600000381469727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crenimugil crenilabis,5653,Crenimugil,"(Forsskål, 1775)",Fringelip mullet,reef-associated,NA,0,20,NA,NA,60,26,NA,32,N,32,S,32,E,143,W,NA,NA
Crenimugil seheli,5659,Crenimugil,"(Fabricius, 1775)",Bluespot mullet,reef-associated,NA,0,3,NA,NA,60,40,8000,35,N,32,S,28,E,135,W,NA,NA
Creocele cardinalis,51507,Creocele,"(Ramsay, 1882)",Broad clingfish,reef-associated,Incertae sedis,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cristatogobius lophius,59257,Cristatogobius,"Herre, 1927",NA,demersal,Gobiinae,0,12,NA,NA,5.099999904632568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cristiceps argyropleura,51516,Cristiceps,"Kner, 1865",Silverside weedfish,benthopelagic,NA,20,60,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cristiceps aurantiacus,46998,Cristiceps,"Castelnau, 1879",Golden weedfish,benthopelagic,NA,0,30,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cristiceps australis,51515,Cristiceps,"Valenciennes, 1836",Southern crested weedfish,benthopelagic,NA,NA,30,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crocodilichthys gracilis,46606,Crocodilichthys,"Allen & Robertson, 1991",Lizard triplefin,demersal,Tripterygiinae,10,38,NA,NA,6.400000095367432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Croilia mossambica,6338,Croilia,"Smith, 1955",Burrowing goby,demersal,Gobiinae,1,16,NA,NA,6.400000095367432,NA,NA,25,S,31,S,NA,NA,NA,NA,NA,NA
Crossorhombus azureus,11676,Crossorhombus,"(Alcock, 1889)",Blue flounder,demersal,NA,13,60,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossorhombus howensis,15295,Crossorhombus,"Hensley & Randall, 1993",Lord Howe Island flounder,demersal,NA,NA,8,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossorhombus kanekonis,59544,Crossorhombus,"(Tanaka, 1918)",NA,demersal,NA,NA,NA,NA,NA,15.600000381469727,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossorhombus kobensis,15296,Crossorhombus,"(Jordan & Starks, 1906)",Kobe flounder,demersal,NA,50,275,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossorhombus valderostratus,7642,Crossorhombus,"(Alcock, 1890)",Broadbrow flounder,demersal,NA,35,146,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Crossosalarias macrospilus,7560,Crossosalarias,"Smith-Vaniz & Springer, 1971",Tripplespot blenny,reef-associated,Salariinae,1,25,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cruriraja hulleyi,65819,Cruriraja,"Aschliman, Ebert & Compagno, 2010",NA,benthopelagic,NA,39,545,200,500,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cruriraja parcomaculata,10122,Cruriraja,"(von Bonde & Swart, 1923)",Roughnose legskate,bathydemersal,NA,150,620,NA,NA,55,NA,NA,28,S,40,S,NA,NA,NA,NA,NA,NA
Cruriraja rugosa,51854,Cruriraja,"Bigelow & Schroeder, 1958",Rough leg skate,bathydemersal,NA,366,1007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptacanthodes aleutensis,3817,Cryptacanthodes,"(Gilbert, 1896)",Dwarf wrymouth,demersal,NA,46,350,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptacanthodes bergi,23798,Cryptacanthodes,"Lindberg, 1930",NA,demersal,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptacanthodes giganteus,54155,Cryptacanthodes,"(Kittlitz, 1858)",Giant wrymouth,demersal,NA,6,128,NA,NA,117,NA,NA,60,N,38,N,175,W,120,W,NA,NA
Cryptacanthodes maculatus,3815,Cryptacanthodes,"Storer, 1839",Wrymouth,demersal,NA,1,110,NA,NA,97,NA,NA,55,N,39,N,75,w,49,w,NA,NA
Cryptocentroides arabicus,46397,Cryptocentroides,"(Gmelin, 1789)",Arabian goby,demersal,Gobiinae,0,1,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptocentroides gobioides,56151,Cryptocentroides,"(Ogilby, 1886)",Crested oystergoby,demersal,Gobiinae,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptocentroides insignis,7233,Cryptocentroides,"(Seale, 1910)",Insignia prawn-goby,reef-associated,Gobiinae,2,10,NA,NA,8.600000381469727,NA,NA,25,N,12,S,NA,NA,NA,NA,NA,NA
Cryptocentrus albidorsus,23636,Cryptocentrus,"(Yanagisawa, 1978)",White-backed shrimpgoby,reef-associated,Gobiinae,1,5,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptocentrus caeruleomaculatus,25798,Cryptocentrus,"(Herre, 1933)",Blue-speckled prawn-goby,reef-associated,Gobiinae,0,30,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptocentrus cebuanus,59239,Cryptocentrus,"Herre, 1927",Cebu shrimpgoby,demersal,Gobiinae,2,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptocentrus cinctus,7208,Cryptocentrus,"(Herre, 1936)",Yellow prawn-goby,reef-associated,Gobiinae,1,25,10,25,10,NA,NA,25,N,24,S,NA,NA,NA,NA,22,28
Cryptocentrus cryptocentrus,25797,Cryptocentrus,"(Valenciennes, 1837)",Ninebar prawn-goby,reef-associated,Gobiinae,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
