Species,SpecCode,DepthRangeShallow,DepthRangeDeep,Northernmost,NorthSouthN,Southermost,NorthSouthS,Westernmost,WestEastW,Easternmost,WestEastE,TempMin,TempMax
Ambassis vachellii,15135,NA,NA,5,N,17,S,NA,NA,NA,NA,NA,NA
Ambiserrula jugosa,52300,15,53,20,S,34,S,NA,NA,NA,NA,NA,NA
Alionematichthys riukiuensis,27338,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allenbatrachus grunniens,6391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,28
Alloblennius pictus,52391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allocareproctus jordani,24122,75,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allocareproctus kallaion,62924,278,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allocareproctus tanix,62923,104,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allocareproctus unangas,62925,210,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allocareproctus ungak,62926,318,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alloclinus holderi,3710,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allocyttus folletti,11685,366,732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allocyttus niger,12962,560,1300,43,S,55,S,65,E,174,W,NA,NA
Allocyttus verrucosus,9144,0,1800,28,N,58,S,NA,NA,NA,NA,NA,NA
Allomycterus pilatus,14573,40,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allosmerus elongatus,2694,1,103,50,N,35,N,129,W,121,W,NA,NA
Allothunnus fallai,91,0,20,10,S,50,S,180,W,180,E,NA,NA
Alopias pelagicus,5891,0,300,40,N,42,S,16,E,70,W,NA,NA
Alopias superciliosus,2534,0,730,46,N,40,S,180,W,180,E,NA,NA
Alopias vulpinus,2535,0,650,74,N,58,S,180,W,180,E,NA,NA
Alosa aestivalis,1574,5,55,47,N,27,N,84,W,60,W,NA,NA
Alosa alabamae,1575,NA,NA,44,N,24,N,96,W,81,W,NA,NA
Alosa algeriensis,65105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alosa alosa,101,10,300,61,N,20,N,17,W,22,E,NA,NA
Alosa caspia,1577,NA,NA,48,N,37,N,27,E,54,E,NA,NA
Alosa caspia,1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alosa chrysochloris,1578,NA,NA,45,N,23,N,100,W,82,W,NA,NA
Alosa fallax,5355,10,400,66,N,27,N,25,W,42,E,NA,NA
Alosa immaculata,105,3,90,50,N,41,N,27,E,44,E,NA,NA
Alosa kessleri,1580,0,85,55,N,35,N,42,E,58,E,NA,NA
Alosa mediocris,1582,NA,NA,46,N,25,N,82,w,66,W,NA,NA
Alosa pseudoharengus,1583,5,145,55,N,34,N,93,W,53,W,NA,NA
Alosa sapidissima,1584,0,250,54,N,28,N,84,W,52,W,NA,NA
Alphestes afer,8726,2,30,32,N,27,S,86,W,32,W,NA,NA
Alphestes immaculatus,8727,1,50,32,N,13,S,115,W,76,W,NA,NA
Alphestes multiguttatus,8728,NA,30,32,N,5,N,115,W,76,W,NA,NA
Alticus arnoldorum,56805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alticus kirkii,46411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alticus monochrus,9919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alticus montanoi,59611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alticus orientalis,67686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alticus simplicirrus,61229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altrichthys alelia,69634,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altrichthys azurelineatus,11832,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Altrichthys curatus,59851,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aluterus heudelotii,4273,3,2000,43,N,29,S,98,W,15,E,NA,NA
Aluterus monoceros,4274,1,80,43,N,39,S,180,W,180,E,NA,NA
Aluterus schoepfii,1081,3,900,46,N,27,S,97,W,13,E,NA,NA
Aluterus scriptus,4275,3,120,46,N,30,S,180,w,180,e,NA,NA
Amanses scopas,6672,0,18,32,N,33,S,32,E,143,W,NA,NA
Amblychaeturichthys hexanema,15855,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammotretis rostratus,8837,1,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amniataba caudavittata,14923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphelikturus dendriticus,3279,1,16,33,N,20,N,NA,NA,NA,NA,NA,NA
Amphichaetodon howensis,12529,10,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphichaetodon melbae,10293,10,13,25,S,35,S,83,W,76,W,NA,NA
Amblychaeturichthys sciistius,15856,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblycirrhitus bimacula,5829,0,20,26,N,25,S,NA,NA,NA,NA,NA,NA
Amblycirrhitus pinos,3655,2,46,36,N,24,S,99,W,5,W,NA,NA
Amblycirrhitus unimacula,23501,NA,NA,26,N,18,S,119,E,174,W,NA,NA
Amblyeleotris aurora,12694,5,40,NA,NA,NA,NA,NA,NA,NA,NA,21,28
Amblyeleotris biguttata,62928,11,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris diagonalis,13152,6,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris downingi,26635,13,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris fasciata,7229,4,20,33,N,31,S,92,E,155,W,NA,NA
Amblyeleotris fontanesii,7230,5,30,19,N,9,S,NA,NA,NA,NA,NA,NA
Amblyeleotris guttata,6671,10,40,30,N,24,S,93,E,174,W,22,28
Amblyeleotris gymnocephala,11614,5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris japonica,6520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris latifasciata,47046,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris macronema,47043,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris marquesas,61005,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris masuii,46533,12,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris melanocephala,57797,20,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris ogasawarensis,12697,20,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris periophthalma,7231,5,35,35,N,23,S,32,E,174,W,22,28
Amblyeleotris randalli,7232,NA,NA,30,N,20,S,NA,NA,NA,NA,22,25
Amblyeleotris rubrimarginata,61007,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris steinitzi,7195,2,43,30,N,24,S,32,E,143,W,NA,NA
Amblyeleotris sungami,12699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyeleotris wheeleri,7196,5,40,30,N,22,S,NA,NA,NA,NA,21,30
Amblyeleotris yanoi,46531,3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblygaster clupeoides,1499,0,50,17,N,19,S,75,E,179,W,NA,NA
Amblygaster leiogaster,1500,0,50,30,N,23,S,39,E,129,E,NA,NA
Amblygaster sirm,1501,10,75,35,N,28,S,31,E,178,W,NA,NA
Amblyglyphidodon aureus,5690,0,60,30,N,24,S,90,E,174,W,NA,NA
Amblyglyphidodon curacao,5477,1,40,25,N,30,S,94,E,167,W,NA,NA
Amblyglyphidodon flavilatus,11834,12,20,31,N,12,N,NA,NA,NA,NA,NA,NA
Amblyglyphidodon indicus,61068,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyglyphidodon leucogaster,5691,2,45,35,N,24,S,32,E,172,W,NA,NA
Amblyglyphidodon melanopterus,61069,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyglyphidodon orbicularis,61113,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyglyphidodon ternatensis,5692,1,15,30,N,12,S,NA,NA,NA,NA,NA,NA
Amblygobius albimaculatus,6675,10,20,NA,NA,NA,NA,NA,NA,NA,NA,22,30
Amblygobius buanensis,56800,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblygobius decussatus,7197,3,25,25,N,24,S,NA,NA,NA,NA,22,30
Amblygobius esakiae,27553,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblygobius nocturnus,7243,1,30,35,N,28,S,32,E,143,W,NA,NA
Amblygobius phalaena,7198,NA,52,30,N,32,S,NA,NA,NA,NA,22,30
Amblygobius sphynx,7199,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblygobius stethophthalmus,62722,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblyotrypauchen arctocephalus,59255,13,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblypomacentrus annulatus,12438,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblypomacentrus breviceps,9721,2,35,23,N,15,S,NA,NA,NA,NA,NA,NA
Amblypomacentrus clarus,61070,15,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblypomacentrus kuiteri,61078,15,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amblypomacentrus tricinctus,6602,10,90,35,N,35,S,NA,NA,NA,NA,NA,NA
Amblyraja doellojuradoi,54120,50,640,35,S,57,S,78,W,53,W,NA,NA
Amblyraja georgiana,6953,20,350,43,S,74,S,48,E,23,W,NA,NA
Amblyraja hyperborea,9256,92,2925,82,N,50,S,180,w,180,e,-1.29,4
Amblyraja jenseni,27757,165,3000,67,N,39,N,72,W,10,W,NA,NA
Amblyraja radiata,2565,5,1540,79,N,38,N,95,W,54,E,-1.3,14
Amblyraja taaf,6954,150,600,35,S,49,S,180,W,180,E,NA,NA
Amblyrhynchote honckenii,8071,0,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ambophthalmos angustus,47425,549,629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amioides polyacanthus,13009,70,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammodytes americanus,3820,0,73,62,N,35,N,82,W,3,W,NA,NA
Ammodytes dubius,3821,0,108,84,N,36,N,127,W,6,E,NA,NA
Ammodytes heian,70396,NA,NA,36,N,38,N,140,E,142,E,NA,NA
Ammodytes hexapterus,3822,0,275,63,N,32,N,145,E,21,W,NA,NA
Ammodytes marinus,37,10,150,73,N,49,N,54,W,60,E,NA,NA
Ammodytes marinus,37,10,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammodytes personatus,487,0,172,54,N,30,N,118,E,118,W,NA,NA
Ammodytes tobianus,38,1,96,72,N,36,N,23,W,42,E,NA,NA
Ammodytes tobianus,38,1,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammolabrus dicrus,59627,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ammotretis lituratus,14524,40,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphichthys cryptocentrus,967,0,70,12,N,13,S,82,W,34,W,NA,NA
Amphiprion akallopisos,8017,3,25,23,N,35,S,NA,NA,NA,NA,NA,NA
Amphiprion akindynos,11959,1,25,10,S,32,S,NA,NA,NA,NA,NA,NA
Amphiprion allardi,11836,1,30,1,S,30,S,28,E,65,E,22,27
Amphiprion barberi,64181,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphiprion biaculeatus,6632,1,16,28,n,26,s,83,e,178,W,NA,NA
Amphiprion bicinctus,11837,1,30,31,N,7,S,NA,NA,NA,NA,NA,NA
Amphiprion chagosensis,11838,10,25,5,S,7,S,NA,NA,NA,NA,NA,NA
Amphiprion chrysogaster,11839,2,40,19,S,21,S,NA,NA,NA,NA,NA,NA
Amphiprion chrysopterus,4551,0,40,15,N,15,S,NA,NA,NA,NA,NA,NA
Amphiprion clarkii,5448,1,70,30,N,30,S,47,E,172,W,NA,NA
Amphiprion ephippium,11840,2,15,20,N,11,S,91,e,119,e,NA,NA
Amphiprion frenatus,6522,1,12,30,n,20,s,91,e,143,e,NA,NA
Amphiprion latezonatus,9206,10,45,25,S,32,S,NA,NA,NA,NA,NA,NA
Amphiprion latifasciatus,11844,1,12,10,S,27,S,NA,NA,NA,NA,NA,NA
Amphiprion leucokranos,9207,2,12,1,S,25,S,NA,NA,NA,NA,NA,NA
Amphiprion mccullochi,9208,2,45,31,S,32,S,NA,NA,NA,NA,NA,NA
Amphiprion melanopus,4654,1,18,10,N,30,S,NA,NA,NA,NA,NA,NA
Amphiprion nigripes,7809,2,25,10,N,0,N,NA,NA,NA,NA,NA,NA
Amphiprion ocellaris,6509,1,15,46,N,17,S,92,E,147,E,NA,NA
Amphiprion omanensis,11856,2,10,25,N,16,N,53,E,60,E,NA,NA
Amphiprion pacificus,65761,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphiprion percula,9209,1,15,6,S,26,S,141,E,155,E,NA,NA
Amphiprion perideraion,2024,1,38,34,N,22,S,96,E,156,E,NA,NA
Amphiprion polymnus,8086,2,30,36,N,33,S,91,e,164,e,NA,NA
Amphiprion rubrocinctus,9212,1,8,10,S,40,S,NA,NA,NA,NA,NA,NA
Amphiprion sandaracinos,6523,3,20,30,N,25,S,NA,NA,NA,NA,NA,NA
Amphiprion sebae,11846,2,25,24,N,11,S,NA,NA,NA,NA,NA,NA
Amphiprion tricinctus,4655,3,40,15,N,0,N,NA,NA,NA,NA,25,NA
Amphistichus argenteus,3622,0,73,38,N,32,N,123,W,117,W,NA,NA
Amphistichus koelzi,3623,0,9,49,N,26,N,125,W,112,W,NA,NA
Amphistichus rhodoterus,3624,0,7,50,N,34,N,126,W,119,W,NA,NA
Amsichthys knighti,14271,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anableps dowii,12295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,28
Anacanthus barbatus,8178,2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ancylopsetta dilecta,4205,59,366,37,N,5,N,98,w,53,w,NA,NA
Ancylopsetta quadrocellata,4206,4,110,37,N,19,n,98,w,73,w,NA,NA
Andamia reyi,7750,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andamia tetradactylus,23771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anampses caeruleopunctatus,4888,3,30,36,N,35,S,25,e,112,w,NA,NA
Anampses chrysocephalus,4919,12,139,NA,NA,NA,NA,NA,NA,NA,NA,24,28
Anampses cuvier,4916,2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anampses elegans,4918,2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anampses femininus,4892,10,30,NA,NA,NA,NA,NA,NA,NA,NA,24,28
Anampses geographicus,4891,1,25,28,N,32,S,NA,NA,NA,NA,NA,NA
Anampses lennardi,4917,NA,24,12,S,22,S,NA,NA,NA,NA,NA,NA
Anampses lineatus,7800,10,45,NA,NA,NA,NA,NA,NA,NA,NA,23,28
Anampses melanurus,5622,15,110,30,N,18,S,NA,NA,NA,NA,23,28
Anampses meleagrides,4889,3,60,32,N,35,S,24,e,132,w,24,28
Anampses neoguinaicus,4890,4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anampses twistii,4893,5,30,30,N,28,S,NA,NA,NA,NA,NA,NA
Anaora tentaculata,17464,1,30,30,N,9,S,NA,NA,NA,NA,NA,NA
Anarchias seychellensis,6485,0,35,25,N,32,S,NA,NA,NA,NA,NA,NA
Anarchias similis,2608,0,200,43,N,24,S,97,W,9,E,NA,NA
Anarchopterus criniger,3287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anarhichas denticulatus,3810,60,1700,81,N,43,N,123,W,61,E,NA,NA
Anarhichas lupus,2501,1,600,82,N,40,N,75,W,61,E,NA,NA
Anarhichas minor,3811,25,600,81,N,42,N,71,W,59,E,NA,NA
Anarhichas orientalis,3812,0,100,88,N,40,N,135,E,60,w,NA,NA
Anarrhichthys ocellatus,3813,1,226,80,n,26,N,117,E,111,W,NA,NA
Anchichoerops natalensis,14328,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anchoa cayorum,1682,NA,NA,28,N,10,N,90,W,60,W,NA,NA
Anchoa chamensis,1683,0,50,10,N,5,N,81,W,77,W,NA,NA
Anchoa choerostoma,1684,0,50,34,N,30,N,67,W,62,W,NA,NA
Anchoa colonensis,1685,0,50,23,N,7,N,90,W,61,W,NA,NA
Anchoa compressa,1686,0,50,36,N,20,N,121,W,110,W,NA,NA
Anchoa cubana,1687,0,60,36,N,30,S,91,W,32,W,NA,NA
Anchoa delicatissima,278,0,50,34,N,20,N,120,W,109,W,NA,NA
Anchoa filifera,926,NA,35,23,N,27,S,85,W,32,W,NA,NA
Anchoa hepsetus,1133,1,70,44,N,36,S,98,W,32,W,NA,NA
Anchoa ischana,1127,0,50,33,N,3,S,116,W,77,W,NA,NA
Anchoa lamprotaenia,1688,0,50,28,N,7,S,90,W,60,W,NA,NA
Anchoa lucida,931,1,60,29,N,6,S,113,W,77,W,NA,NA
Anchoa lyolepis,1132,1,54,38,N,27,S,99,W,35,W,NA,NA
Anchoa mitchilli,545,1,70,42,N,16,N,99,W,72,W,NA,NA
Anchoa mundeola,730,NA,NA,28,N,5,N,112,W,78,W,NA,NA
Anchoa mundeoloides,570,NA,10,32,N,28,N,116,W,112,W,NA,NA
Anchoa nasus,1163,0,142,31,N,14,S,115,W,76,W,NA,NA
Anchoa panamensis,534,0,50,10,N,5,N,82,W,77,W,NA,NA
Anchoa parva,535,0,50,23,N,7,N,90,W,60,W,NA,NA
Anchoa scofieldi,537,0,50,25,N,20,N,110,W,105,W,NA,NA
Anchoa spinifer,538,1,55,14,N,26,S,87,W,32,W,NA,NA
Anchoa walkeri,542,0,50,31,N,5,N,115,W,77,W,NA,NA
Anchovia clupeoides,543,0,50,23,N,25,S,90,W,32,W,NA,NA
Anchovia macrolepidota,544,0,50,30,N,5,S,115,W,76,W,NA,NA
Anchoviella balboae,1667,NA,NA,10,N,4,N,82,W,77,W,NA,NA
Anchoviella brevirostris,1669,1,50,10,N,27,S,61,W,37,W,NA,NA
Anchoviella cayennensis,1671,NA,NA,12,N,21,S,65,W,34,W,NA,NA
Anchoviella elongata,1672,NA,NA,19,N,9,N,90,W,78,W,NA,NA
Anchoviella lepidentostole,1675,1,50,9,N,27,S,61,W,33,W,NA,NA
Ancistrogobius dipus,65437,15,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ancistrogobius yoshigoui,65440,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apogonichthys ocellatus,5740,1,5,32,N,28,S,NA,NA,NA,NA,NA,NA
Apogonichthys perdix,5741,1,65,32,N,28,S,NA,NA,NA,NA,NA,NA
Apolemichthys arcuatus,7811,12,183,30,N,NA,NA,NA,NA,NA,NA,NA,NA
Apolemichthys armitagei,25411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apolemichthys griffisi,8772,10,110,7,N,6,S,NA,NA,NA,NA,NA,NA
Apolemichthys kingi,25426,23,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apolemichthys trimaculatus,6525,3,60,32,N,28,S,34,e,168,w,NA,NA
Apolemichthys xanthotis,10940,10,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apolemichthys xanthurus,10943,5,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aporops bilinearis,14996,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argyrops megalommatus,61176,100,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argyrops spinifer,442,1,450,34,N,28,S,NA,NA,NA,NA,NA,NA
Argyrosomus amoyensis,10367,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Argyrosomus coronus,17278,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilla anguilla,35,0,700,75,N,8,N,82,W,50,E,4,20
Anguilla anguilla,35,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilla australis,297,0,3000,18,S,47,S,140,E,168,E,NA,NA
Anguilla bengalensis,1272,NA,NA,23,N,33,S,NA,NA,NA,NA,NA,NA
Anguilla bicolor,1274,NA,NA,22,N,27,S,NA,NA,NA,NA,NA,NA
Anguilla borneensis,67461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilla celebesensis,11521,NA,NA,24,N,11,S,NA,NA,NA,NA,NA,NA
Anguilla dieffenbachii,11878,NA,NA,34,S,47,S,NA,NA,NA,NA,NA,NA
Anguilla interioris,17282,NA,NA,3,S,9,S,NA,NA,NA,NA,NA,NA
Anguilla japonica,295,1,400,46,N,15,N,105,E,170,E,4,27
Anguilla labiata,1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilla luzonensis,65262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilla marmorata,1275,0,3000,31,N,35,S,21,E,134,W,NA,NA
Anguilla megastoma,12408,0,3000,1,S,25,S,NA,NA,NA,NA,NA,NA
Anguilla mossambica,1276,NA,NA,25,N,35,S,NA,NA,NA,NA,NA,NA
Anguilla nebulosa,11700,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilla obscura,7511,0,3000,2,N,27,S,NA,NA,NA,NA,NA,NA
Anguilla reinhardtii,7512,0,3000,10,S,43,S,141,E,161,E,NA,NA
Anguilla rostrata,296,0,464,66,N,5,N,98,W,21,W,4,25
Anisarchus macrops,23774,25,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anisarchus medius,3789,10,300,85,N,41,N,180,w,180,e,NA,NA
Anisotremus caesius,13701,NA,NA,25,N,NA,NA,NA,NA,NA,NA,NA,NA
Anisotremus davidsonii,3568,0,40,39,N,22,N,124,w,106,w,NA,NA
Anisotremus interruptus,8253,3,30,22,N,NA,NA,NA,NA,NA,NA,NA,NA
Anisotremus scapularis,8255,3,30,1,N,24,s,92,w,70,w,NA,NA
Anisotremus surinamensis,1123,0,70,31,N,35,S,98,w,28,W,NA,NA
Anisotremus taeniatus,13703,NA,NA,24,N,3,S,NA,NA,NA,NA,NA,NA
Anisotremus virginicus,1124,2,70,32,N,33,S,98,W,34,W,NA,NA
Anodontostoma chacunda,1619,0,50,31,N,23,S,47,E,171,E,NA,NA
Anomalops katoptron,7184,2,400,32,N,24,S,117,E,143,W,NA,NA
Anoplagonus inermis,4155,8,102,NA,NA,39,N,NA,NA,NA,NA,NA,NA
Anoplagonus occidentalis,24010,40,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoplarchus insignis,3775,1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoplarchus purpurescens,3776,1,30,66,N,32,N,NA,NA,NA,NA,NA,NA
Anoplocapros amygdaloides,14558,5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoplocapros inermis,14559,10,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoplocapros lenticularis,14560,10,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoplogaster cornuta,2308,2,4992,65,N,46,S,180,W,180,E,NA,NA
Anoplopoma fimbria,512,175,2740,64,N,23,N,141,E,109,W,NA,NA
Anotopterus nikparini,60529,0,2750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anotopterus pharao,2729,0,5100,66,N,27,S,69,W,1,W,NA,NA
Anotopterus vorax,60528,0,2579,55,S,72,S,NA,NA,NA,NA,NA,NA
Anoxypristis cuspidata,8211,0,40,43,N,20,S,30,E,160,E,NA,NA
Antennablennius australis,8042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antennablennius bifilum,8041,18,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antennarius hispidus,8074,0,90,28,N,35,S,26,E,149,W,NA,NA
Antennarius indicus,23738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antennarius maculatus,9259,1,15,30,N,24,S,NA,NA,NA,NA,NA,NA
Antennarius multiocellatus,3084,0,66,19,N,1,S,89,W,48,W,NA,NA
Antennarius pardalis,5072,18,50,14,N,5,S,NA,NA,NA,NA,NA,NA
Antennarius pauciradiatus,3086,6,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antennarius pictus,10276,0,75,32,N,36,S,29,E,147,W,NA,NA
Antennarius striatus,5474,10,219,43,N,50,S,88,W,154,W,NA,NA
Antennatus strigatus,13455,0,38,26,N,0,NA,NA,NA,NA,NA,NA,NA
Antennatus tuberosus,11150,0,73,25,N,35,S,29,E,140,W,NA,NA
Anthias anthias,1692,30,358,43,N,22,s,35,W,36,E,16,22
Anthias asperilinguis,56828,69,393,9,N,1,N,61,W,40,W,NA,NA
Anthias nicholsi,3313,0,430,38,N,8,N,NA,NA,NA,NA,NA,NA
Anthias woodsi,56827,256,421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonia capros,3258,50,900,44,N,51,S,77,w,153,w,NA,NA
Antigonia combatia,3259,115,585,41,N,24,S,NA,NA,NA,NA,NA,NA
Antigonia emanuela,69234,99,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonia indica,59052,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonia malayana,10638,165,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonia ovalis,64512,100,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonia rubescens,7651,50,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antigonia rubicunda,59079,125,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antilligobius nikkiae,67429,90,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antimora microlepis,2006,175,3048,64,N,12,N,133,E,106,W,NA,NA
Antimora rostrata,2005,350,3000,70,N,68,S,180,W,180,E,NA,NA
Anyperodon leucogrammicus,4922,0,80,32,N,24,S,32,E,153,W,NA,NA
Apagesoma australe,63864,NA,4275,49,S,NA,NA,NA,NA,NA,NA,NA,NA
Apeltes quadracus,3269,0,3,51,N,35,N,NA,NA,NA,NA,4,20
Aphaniops dispar,4813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,26
Aphanius fasciatus,4834,NA,NA,46,N,34,N,2,E,36,E,10,24
Aphanopus arigato,59043,0,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphanopus carbo,646,200,2300,71,N,23,S,82,W,17,E,NA,NA
Aphanopus carbo,646,200,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aphanopus intermedius,8540,300,1408,50,N,35,S,105,E,14,E,NA,NA
Aphanopus mikhailini,8542,905,2000,23,S,39,S,54,W,84,E,NA,NA
Aphareus furca,81,0,122,35,N,31,S,35,E,134,W,NA,NA
Aphareus rutilans,83,100,330,35,N,35,S,24,E,150,W,NA,NA
Aphia minuta,39,0,97,70,N,25,N,13,W,42,E,13,16
