Species,SpecCode,TempMin,TempMax
Liparis schmidti,58822,NA,NA
Liparis tanakae,24115,NA,NA
Liparis tartaricus,51694,NA,NA
Liparis tessellatus,24114,NA,NA
Liparis tunicatiformis,58823,NA,NA
Liparis tunicatus,4200,NA,NA
Liparis zonatus,62291,NA,NA
Lipariscus nanus,24134,NA,NA
Lipocheilus carnolabrum,1394,NA,NA
Lipogenys gillii,4506,NA,NA
Lipogramma anabantoides,12132,NA,NA
Lipogramma barrettorum,68913,NA,NA
Lipogramma evides,12133,NA,NA
Lipogramma flavescens,12134,NA,NA
Lipogramma haberorum,68917,NA,NA
Lipogramma idabeli,69200,NA,NA
Lipogramma klayi,12135,NA,NA
Lipogramma levinsoni,68915,NA,NA
Lipogramma regia,12136,NA,NA
Lipogramma robinsi,50418,NA,NA
Lipogramma rosea,12137,NA,NA
Lipogramma schrieri,68914,NA,NA
Lipogramma trilineata,3356,NA,NA
Lipolagus ochotensis,12542,NA,NA
Lipophrys pholis,9200,NA,NA
Lipophrys trigloides,16301,NA,NA
Lissocampus bannwarthi,46165,NA,NA
Lissocampus caudalis,46166,NA,NA
Lissocampus fatiloquus,46167,NA,NA
Lissocampus filum,46170,NA,NA
Lissocampus runa,46172,NA,NA
Lissonanchus lusherae,16846,NA,NA
Lithognathus aureti,6592,NA,NA
Lithognathus lithognathus,450,NA,NA
Lithognathus mormyrus,706,NA,NA
Lithognathus olivieri,8077,NA,NA
Litobranchus fowleri,6052,NA,NA
Lobianchia dofleini,1794,NA,NA
Lobianchia gemellarii,1795,NA,NA
Lobotes pacifica,60984,NA,NA
Lobotes surinamensis,1077,NA,NA
Lobulogobius bentuviai,65422,NA,NA
Lobulogobius morrigu,61029,NA,NA
Lobulogobius omanensis,46404,NA,NA
Lonchopisthus ancistrus,68565,NA,NA
Lonchopisthus higmani,27893,NA,NA
Lonchopisthus lemur,27894,NA,NA
Lonchopisthus micrognathus,3683,NA,NA
Lonchopisthus sinuscalifornicus,46575,NA,NA
Lonchurus elegans,1188,NA,NA
Lonchurus lanceolatus,1183,NA,NA
Lophichthys boschmai,8099,NA,NA
Lophiocharon hutchinsi,63521,NA,NA
Lophiocharon lithinostomus,47502,NA,NA
Lophiocharon trisignatus,10330,NA,NA
Lophiodes beroe,56872,NA,NA
Lophiodes bruchius,56868,NA,NA
Lophiodes caulinaris,13776,NA,NA
Lophiodes endoi,64750,NA,NA
Lophiodes fimbriatus,56841,NA,NA
Lophiodes gracilimanus,10644,NA,NA
Lophiodes insidiator,7824,NA,NA
Lophiodes iwamotoi,66334,NA,NA
Lophiodes kempi,5103,NA,NA
Lophiodes maculatus,66335,NA,NA
Lophiodes miacanthus,23245,NA,NA
Lophiodes monodi,56870,NA,NA
Lophiodes mutilus,7516,NA,NA
Lophiodes naresi,7514,NA,NA
Lophiodes reticulatus,3082,12,19
Lophiodes spilurus,13869,NA,NA
Lophiodes triradiatus,7515,NA,NA
Lophiogobius ocellicauda,60409,NA,NA
Lophiomus setigerus,7517,NA,NA
Lophius americanus,532,NA,NA
Lophius budegassa,5094,NA,NA
Lophius gastrophysus,1078,NA,NA
Lophius litulon,23247,NA,NA
Lophius piscatorius,716,NA,NA
Lophius vaillanti,4988,NA,NA
Lophius vomerinus,10256,NA,NA
Lophodiodon calori,8067,NA,NA
Lophodolos acanthognathus,16302,NA,NA
Lophodolos indicus,16923,NA,NA
Lophogobius cristulatus,54396,NA,NA
Lophogobius cyprinoides,3884,19.5,39.5
Lopholatilus chamaeleonticeps,362,9,14
Lopholatilus villarii,15383,NA,NA
Lopholiparis flerxi,63091,NA,NA
Lophonectes gallus,14522,NA,NA
Lophonectes mongonuiensis,58967,NA,NA
Lophotus capellei,23358,NA,NA
Lophotus guentheri,64830,NA,NA
Lophotus lacepede,3261,NA,NA
Lophotus machadoi,70497,NA,NA
Lotella fernandeziana,55137,NA,NA
Lotella phycis,23157,NA,NA
Lotella rhacina,24895,NA,NA
Lotella tosaensis,23159,NA,NA
Lotilia graciliosa,7239,22,26
Lotilia klausewitzi,67248,NA,NA
Lovettia sealii,7541,NA,NA
Loweina interrupta,16765,NA,NA
Loweina rara,7427,NA,NA
Loweina terminata,59763,NA,NA
Loxodon macrorhinus,894,NA,NA
Lubbockichthys multisquamatus,12656,NA,NA
Lubbockichthys myersi,64095,NA,NA
Lubbockichthys tanakai,61084,NA,NA
Lubricogobius dinah,61327,NA,NA
Lubricogobius exiguus,23660,NA,NA
Lubricogobius nanus,67921,NA,NA
Lubricogobius ornatus,59398,NA,NA
Lubricogobius tre,65418,NA,NA
Lubricogobius tunicatus,68759,NA,NA
Lucania parva,3212,10,25
Lucayablennius zingaro,16580,NA,NA
Lucifuga gibarensis,69945,NA,NA
Lucifuga inopinata,56401,NA,NA
Lucifuga lucayana,63263,NA,NA
Lucifuga spelaeotes,10450,NA,NA
Lucigadus acrolophus,58919,NA,NA
Lucigadus borealis,67838,NA,NA
Lucigadus lucifer,52377,NA,NA
Lucigadus microlepis,58886,NA,NA
Lucigadus nigromaculatus,8693,NA,NA
Lucigadus nigromarginatus,52378,NA,NA
Lucigadus ori,16827,NA,NA
Lucigadus potronus,58940,NA,NA
Luciobrama macrocephalus,54895,NA,NA
Luciobrotula bartschi,12502,NA,NA
Luciobrotula brasiliensis,65622,NA,NA
Luciobrotula coheni,65623,NA,NA
Luciobrotula corethromycter,8975,NA,NA
Luciobrotula lineata,54157,NA,NA
Luciobrotula nolfi,56350,NA,NA
Luciogobius adapel,59975,NA,NA
Luciogobius ama,59329,NA,NA
Luciogobius elongatus,23714,NA,NA
Luciogobius grandis,23712,NA,NA
Luciogobius guttatus,15822,NA,NA
Luciogobius koma,23710,NA,NA
Luciogobius pallidus,23717,NA,NA
Luciogobius parvulus,23718,NA,NA
Luciogobius platycephalus,23713,NA,NA
Luciogobius saikaiensis,23711,NA,NA
Luciosudis normani,9157,NA,NA
Lumiconger arafura,10729,NA,NA
Lumpenella longirostris,3785,NA,NA
Lumpenopsis clitella,61639,NA,NA
Lumpenopsis hypochroma,3774,NA,NA
Lumpenopsis pavlenkoi,23786,NA,NA
Lumpenopsis triocellata,23787,NA,NA
Lumpenus lampretaeformis,1380,8,14
Lumpenus sagitta,3790,NA,NA
Lupinoblennius nicholsi,3767,NA,NA
Lupinoblennius vinctus,48360,NA,NA
Luposicya lupus,23719,NA,NA
Luthulenchelys heemstraorum,63442,NA,NA
Lutjanus adetii,1395,NA,NA
Lutjanus agennes,1401,NA,NA
Lutjanus alexandrei,63308,NA,NA
Lutjanus ambiguus,1402,NA,NA
Lutjanus analis,1403,20,28
Lutjanus apodus,1404,NA,NA
Lutjanus aratus,1405,NA,NA
Lutjanus argentimaculatus,1407,16,30
Lutjanus argentiventris,1408,NA,NA
Lutjanus bengalensis,1409,NA,NA
Lutjanus biguttatus,1410,NA,NA
Lutjanus bitaeniatus,1411,NA,NA
Lutjanus bohar,1417,NA,NA
Lutjanus boutton,1418,NA,NA
Lutjanus buccanella,1419,NA,NA
Lutjanus campechanus,1423,NA,NA
Lutjanus carponotatus,1424,NA,NA
Lutjanus coeruleolineatus,1425,NA,NA
Lutjanus colorado,1426,NA,NA
Lutjanus cyanopterus,1427,NA,NA
Lutjanus decussatus,1428,NA,NA
Lutjanus dentatus,1429,NA,NA
Lutjanus dodecacanthoides,354,NA,NA
Lutjanus ehrenbergii,793,NA,NA
Lutjanus endecacanthus,794,NA,NA
Lutjanus erythropterus,1406,NA,NA
Lutjanus fulgens,1070,NA,NA
Lutjanus fulviflamma,261,NA,NA
Lutjanus fulvus,262,20,28
Lutjanus gibbus,265,NA,NA
Lutjanus goldiei,1441,NA,NA
Lutjanus goreensis,1439,NA,NA
Lutjanus griseus,266,NA,NA
Lutjanus guilcheri,151,NA,NA
Lutjanus guttatus,152,NA,NA
Lutjanus indicus,66803,NA,NA
Lutjanus inermis,153,NA,NA
Lutjanus jocu,154,NA,NA
Lutjanus johnii,264,NA,NA
Lutjanus jordani,155,NA,NA
Lutjanus kasmira,156,20,28
Lutjanus lemniscatus,157,NA,NA
Lutjanus lunulatus,158,NA,NA
Lutjanus lutjanus,159,NA,NA
Lutjanus madras,160,NA,NA
Lutjanus mahogoni,161,NA,NA
Lutjanus malabaricus,162,NA,NA
Lutjanus mizenkoi,165,NA,NA
Lutjanus monostigma,166,NA,NA
Lutjanus notatus,168,NA,NA
Lutjanus novemfasciatus,169,NA,NA
Lutjanus ophuysenii,13063,NA,NA
Lutjanus papuensis,66804,NA,NA
Lutjanus peru,170,NA,NA
Lutjanus purpureus,171,NA,NA
Lutjanus quinquelineatus,172,NA,NA
Lutjanus rivulatus,173,NA,NA
Lutjanus rufolineatus,25063,NA,NA
Lutjanus russellii,176,NA,NA
Lutjanus sanguineus,177,NA,NA
Lutjanus sapphirolineatus,68234,NA,NA
Lutjanus sebae,178,NA,NA
Lutjanus semicinctus,179,NA,NA
Lutjanus stellatus,180,NA,NA
Lutjanus synagris,181,NA,NA
Lutjanus timoriensis,182,NA,NA
Lutjanus viridis,183,NA,NA
Lutjanus vitta,184,NA,NA
Lutjanus vivanus,185,NA,NA
Lutjanus xanthopinnis,68664,NA,NA
Luvarus imperialis,1725,NA,NA
Luzonichthys earlei,12598,NA,NA
Luzonichthys kiomeamea,69016,NA,NA
Luzonichthys microlepis,12872,NA,NA
Luzonichthys seaver,69040,NA,NA
Luzonichthys taeniatus,12873,NA,NA
Luzonichthys waitei,7453,22,28
Luzonichthys whitleyi,12874,NA,NA
Luzonichthys williamsi,12875,NA,NA
Lycenchelys alba,15473,NA,NA
Lycenchelys albeola,48092,NA,NA
Lycenchelys albomaculata,23830,NA,NA
Lycenchelys alta,48390,NA,NA
Lycenchelys antarctica,7015,NA,NA
Lycenchelys aratrirostris,7016,NA,NA
Lycenchelys argentina,7017,NA,NA
Lycenchelys aurantiaca,52712,NA,NA
Lycenchelys bachmanni,48094,NA,NA
Lycenchelys bellingshauseni,7018,NA,NA
Lycenchelys bullisi,48099,NA,NA
Lycenchelys callista,58976,NA,NA
Lycenchelys camchatica,48101,NA,NA
Lycenchelys chauliodus,58977,NA,NA
Lycenchelys cicatrifer,48102,NA,NA
Lycenchelys crotalinus,11658,NA,NA
Lycenchelys fedorovi,57896,NA,NA
Lycenchelys folletti,58978,NA,NA
Lycenchelys hadrogeneia,58979,NA,NA
Lycenchelys hippopotamus,23825,NA,NA
Lycenchelys hureaui,7019,NA,NA
Lycenchelys imamurai,64611,NA,NA
Lycenchelys incisa,48105,NA,NA
Lycenchelys jordani,24699,NA,NA
Lycenchelys kolthoffi,15471,-0.899999976158142,4.09999990463257
Lycenchelys lonchoura,58980,NA,NA
Lycenchelys maculata,48108,NA,NA
Lycenchelys makushok,48109,NA,NA
Lycenchelys maoriensis,47020,NA,NA
Lycenchelys melanostomias,23826,NA,NA
Lycenchelys micropora,48110,NA,NA
Lycenchelys monstrosa,48188,NA,NA
Lycenchelys muraena,15474,NA,3.40000009536743
Lycenchelys nanospinata,7020,NA,NA
Lycenchelys nigripalatum,7021,NA,NA
Lycenchelys novaezealandiae,64612,NA,NA
Lycenchelys parini,58990,NA,NA
Lycenchelys paxillus,48189,NA,NA
Lycenchelys pearcyi,58981,NA,NA
Lycenchelys pentactina,58982,NA,NA
Lycenchelys pequenoi,58983,NA,NA
Lycenchelys peruana,58984,NA,NA
Lycenchelys platyrhina,27736,NA,NA
Lycenchelys plicifera,48191,NA,NA
Lycenchelys polyodon,64613,NA,NA
Lycenchelys porifer,48192,NA,NA
Lycenchelys rassi,23829,NA,NA
Lycenchelys ratmanovi,48194,NA,NA
Lycenchelys remissaria,58991,NA,NA
Lycenchelys rosea,48195,NA,NA
Lycenchelys ryukyuensis,63943,NA,NA
Lycenchelys sarsii,15640,NA,NA
Lycenchelys scaurus,48196,NA,NA
Lycenchelys squamosa,23831,NA,NA
Lycenchelys tohokuensis,60032,NA,NA
Lycenchelys tristichodon,7022,NA,NA
Lycenchelys uschakovi,48201,NA,NA
Lycenchelys verrillii,3132,NA,NA
Lycenchelys vitiazi,48202,NA,NA
Lycenchelys volki,48203,NA,NA
Lycenchelys wilkesi,7023,NA,NA
Lycenchelys xanthoptera,58994,NA,NA
Lycengraulis grossidens,552,NA,NA
Lycengraulis poeyi,553,NA,NA
Lycodapus antarcticus,7024,NA,NA
Lycodapus australis,48056,NA,NA
Lycodapus derjugini,48057,NA,NA
Lycodapus dermatinus,48204,NA,NA
Lycodapus endemoscotus,25269,NA,NA
Lycodapus fierasfer,3133,NA,NA
Lycodapus leptus,48206,NA,NA
Lycodapus mandibularis,3134,NA,NA
Lycodapus microchir,24985,NA,NA
Lycodapus pachysoma,7025,NA,NA
Lycodapus parviceps,3135,NA,NA
Lycodapus poecilus,48207,NA,NA
Lycodapus psarostomatus,48208,NA,NA
Lycodes adolfi,48209,NA,NA
Lycodes akuugun,62972,NA,NA
Lycodes albolineatus,48210,0,3.7
Lycodes albonotatus,23824,NA,NA
Lycodes bathybius,61679,NA,NA
Lycodes beringi,64886,NA,NA
Lycodes brevipes,3136,NA,NA
Lycodes brunneofasciatus,25011,NA,3.7
Lycodes caudimaculatus,23837,NA,NA
Lycodes cortezianus,3129,NA,NA
Lycodes diapterus,3137,NA,NA
Lycodes esmarkii,4333,NA,NA
Lycodes eudipleurostictus,25228,NA,NA
Lycodes fasciatus,48217,NA,NA
Lycodes frigidus,15467,NA,NA
Lycodes fulvus,48218,NA,NA
Lycodes gracilis,61701,NA,NA
Lycodes heinemanni,48219,NA,NA
Lycodes hubbsi,61693,NA,NA
Lycodes japonicus,23834,NA,NA
Lycodes jenseni,23842,NA,NA
Lycodes jugoricus,3138,NA,NA
Lycodes lavalaei,3139,NA,NA
Lycodes luetkenii,46283,NA,NA
Lycodes macrochir,48220,NA,NA
Lycodes macrolepis,25008,NA,NA
Lycodes marisalbi,61694,NA,NA
Lycodes matsubarai,48221,NA,NA
Lycodes mcallisteri,58252,NA,NA
Lycodes microlepidotus,48222,NA,NA
Lycodes microporus,23838,NA,NA
Lycodes mucosus,27463,NA,NA
Lycodes nakamurae,25009,NA,NA
Lycodes tanakae,23835,NA,NA
Lycodes teraoi,23832,NA,NA
Lycodes terraenovae,48211,NA,NA
Lycodes toyamensis,23823,NA,NA
Lycodes turneri,3146,NA,NA
Lycodes uschakovi,23841,NA,NA
Lycodes yamatoi,48266,NA,NA
Lycodes ygreknotatus,23840,NA,NA
Lycodichthys antarcticus,7026,NA,NA
Lycodichthys dearborni,5135,NA,NA
Lycodonus flagellicauda,16303,NA,NA
Lycodonus malvinensis,48267,NA,NA
Lycodonus mirabilis,48269,NA,NA
Lycodonus vermiformis,16780,NA,NA
Lycogrammoides schmidti,48270,NA,NA
Lyconema barbatum,3148,NA,NA
Lyconodes argenteus,16821,NA,NA
Lyconus brachycolus,8101,NA,NA
Lyconus pinnatus,8100,NA,NA
Lycozoarces regani,23812,NA,NA
Lyopsetta exilis,4246,NA,NA
Lythrichthys cypho,69880,NA,NA
Lythrichthys dentatus,69884,NA,NA
Lythrichthys grahami,69873,NA,NA
Lythrichthys longimanus,10383,NA,NA
Lythrypnus alphigena,46852,NA,NA
Lythrypnus brasiliensis,61321,NA,NA
Lythrypnus cobalus,54397,NA,NA
Lythrypnus crocodilus,56503,NA,NA
Lythrypnus dalli,3885,18,22
Lythrypnus elasson,16648,NA,NA
Lythrypnus gilberti,25542,NA,NA
Lythrypnus heterochroma,16646,NA,NA
Lythrypnus insularis,46862,NA,NA
Lythrypnus lavenbergi,46860,NA,NA
Lythrypnus minimus,57929,NA,NA
Lythrypnus mowbrayi,56505,NA,NA
Lythrypnus nesiotes,3886,NA,NA
Lythrypnus okapia,16647,NA,NA
Lythrypnus phorellus,3887,NA,NA
Lythrypnus pulchellus,46859,NA,NA
Lythrypnus rhizophora,46849,NA,NA
Lythrypnus solanensis,46863,NA,NA
Lythrypnus spilus,3888,NA,NA
Lythrypnus zebra,3889,NA,NA
Macolor macularis,186,NA,NA
Macolor niger,187,NA,NA
Macrocephenchelys brachialis,4525,NA,NA
Macrocephenchelys brevirostris,10560,NA,NA
Macrocephenchelys nigriventris,70307,NA,NA
Macrocephenchelys soela,70306,NA,NA
Macrodon ancylodon,417,NA,NA
Macrodon atricauda,66332,NA,NA
Macrodon mordax,14006,NA,NA
Macrodontogobius wilburi,1246,NA,NA
Macroparalepis affinis,16558,NA,NA
Macroparalepis brevis,16564,NA,NA
Macroparalepis danae,58758,NA,NA
Macroparalepis johnfitchi,63595,NA,NA
Macroparalepis longilateralis,63599,NA,NA
Macroparalepis macrogeneion,16722,NA,NA
Macroparalepis nigra,16569,NA,NA
Macropharyngodon bipartitus,7801,NA,NA
Macropharyngodon choati,13138,23,26
Macropharyngodon cyanoguttatus,13136,NA,NA
Macropharyngodon geoffroy,7767,NA,NA
Macropharyngodon kuiteri,13141,NA,NA
Macropharyngodon marisrubri,13137,NA,NA
Macropharyngodon meleagris,4984,24,28
Macropharyngodon moyeri,23534,NA,NA
Macropharyngodon negrosensis,4985,24,28
Macropharyngodon ornatus,12724,NA,NA
Macropharyngodon pakoko,67486,NA,NA
Macropharyngodon vivienae,13140,NA,NA
Macropinna microstoma,2704,NA,NA
Macroramphosus gracilis,3277,NA,NA
Macroramphosus scolopax,333,NA,NA
Macrorhamphosodes platycheilus,10572,NA,NA
Macrorhamphosodes uradoi,10798,NA,NA
Macrosmia phalacra,58855,NA,NA
Macrospinosa cuja,13431,NA,NA
Macrouroides inflaticeps,16276,NA,NA
Macrourus berglax,331,0,4
Macrourus caml,66429,NA,NA
Macrourus carinatus,7137,NA,NA
Macrourus holotrachys,7138,NA,NA
Macrourus whitsoni,7139,NA,NA
Macrurocyttus acanthopodus,59158,NA,NA
Macruronus capensis,1824,NA,NA
Macruronus maderensis,60858,NA,NA
Macruronus magellanicus,329,NA,NA
Macruronus novaezelandiae,1825,NA,NA
Maculabatis ambigua,68238,NA,NA
Maculabatis arabica,68286,NA,NA
Maculabatis astra,64149,NA,NA
Maculabatis bineeshi,68287,NA,NA
Maculabatis gerrardi,15483,NA,NA
Maculabatis macrura,69728,NA,NA
Maculabatis pastinacoides,57398,NA,NA
Maculabatis randalli,66572,NA,NA
Maculabatis toshi,15487,NA,NA
Magadanichthys skopetsi,63417,NA,NA
Makaira mazara,218,21,NA
Makaira nigricans,216,22,31
Malacanthus brevirostris,5795,22,28
Malacanthus latovittatus,5796,22,28
Malacanthus plumieri,3541,NA,NA
Malacocephalus boretzi,58861,NA,NA
Malacocephalus hawaiiensis,58863,NA,NA
Malacocephalus laevis,4989,NA,NA
Malacocephalus luzonensis,7597,NA,NA
Malacocephalus nipponensis,23182,NA,NA
Malacocephalus occidentalis,4990,NA,NA
Malacocephalus okamurai,55810,NA,NA
Malacocottus aleuticus,50813,NA,NA
Malacocottus gibber,23982,NA,NA
Malacocottus kincaidi,4113,NA,NA
Malacocottus zonurus,11730,NA,NA
Malacoctenus africanus,22684,NA,NA
Malacoctenus aurolineatus,3736,NA,NA
Malacoctenus boehlkei,16476,NA,NA
Malacoctenus brunoi,65751,NA,NA
Malacoctenus carrowi,67642,NA,NA
Malacoctenus costaricanus,54355,NA,NA
Malacoctenus delalandii,27899,NA,NA
Malacoctenus ebisui,46665,NA,NA
Malacoctenus erdmani,16478,NA,NA
Malacoctenus gigas,46670,NA,NA
Malacoctenus gilli,16559,NA,NA
Malacoctenus hubbsi,46741,NA,NA
Malacoctenus lianae,69493,NA,NA
Malacoctenus macropus,3737,NA,NA
Malacoctenus margaritae,46739,NA,NA
Malacoctenus mexicanus,66067,NA,NA
Malacoctenus polyporosus,66066,NA,NA
Malacoctenus sudensis,66068,NA,NA
Malacoctenus tetranemus,25522,NA,NA
Malacoctenus triangulatus,3738,NA,NA
Malacoctenus versicolor,16570,NA,NA
Malacoctenus zacae,46674,NA,NA
Malacoctenus zaluari,69494,NA,NA
Malacoctenus zonifer,46679,NA,NA
Malacoctenus zonogaster,25529,NA,NA
Malacoraja kreffti,9261,NA,NA
Malacoraja obscura,63591,NA,NA
Malacoraja senta,2568,NA,NA
Malacoraja spinacidermis,8904,3,4.5
Malacosarcus macrostoma,54042,NA,NA
Malacosteus australis,64601,NA,NA
Malacosteus niger,10157,NA,NA
Malakichthys barbatus,58590,NA,NA
Malakichthys elegans,10446,NA,NA
Malakichthys griseus,11947,NA,NA
Malakichthys levis,59902,NA,NA
Malakichthys mochizuki,59903,NA,NA
Malakichthys similis,64093,NA,NA
Malakichthys wakiyae,9233,NA,NA
Malapterus reticulatus,56305,NA,NA
Mallotus villosus,252,NA,NA
Malthopsis annulifera,7603,NA,NA
Malthopsis apis,69441,NA,NA
Malthopsis arrietty,69447,NA,NA
Malthopsis asperata,67296,NA,NA
Malthopsis austrafricana,67317,NA,NA
Malthopsis bradburyae,67316,NA,NA
Malthopsis bulla,69442,NA,NA
Malthopsis formosa,69449,NA,NA
Malthopsis gigas,65442,NA,NA
Malthopsis gnoma,58676,NA,NA
Malthopsis jordani,23250,NA,NA
Malthopsis kobayashii,65989,NA,NA
Malthopsis lutea,7602,NA,NA
Malthopsis mcgroutheri,69443,NA,NA
Malthopsis mitrigera,23166,NA,NA
Malthopsis oculata,69444,NA,NA
Malthopsis parva,67298,NA,NA
Malthopsis provocator,69446,NA,NA
Malthopsis retifera,64926,NA,NA
Malthopsis tetrabulla,69445,NA,NA
Malthopsis tiarella,23218,NA,NA
Malthopsis velutina,69448,NA,NA
Malvoliophis pinguis,24287,NA,NA
Mancopsetta maculata,7121,NA,NA
Manducus greyae,10333,NA,NA
Manducus maderensis,10156,NA,NA
Mangarinus waterousi,11812,NA,NA
Manonichthys alleni,65047,NA,NA
Manonichthys jamali,63853,NA,NA
Manonichthys paranox,15007,NA,NA
Manonichthys polynemus,14281,NA,NA
Manonichthys scintilla,66394,NA,NA
Manonichthys splendens,12714,NA,NA
Manonichthys winterbottomi,65048,NA,NA
Marcelogobius helenae,67364,NA,NA
Marcelogobius janetarum,68713,NA,NA
Marcelogobius splechtnai,51742,NA,NA
Margrethia obtusirostra,11674,NA,NA
Margrethia valentinae,23144,NA,NA
Marilyna darwinii,27607,NA,NA
Marilyna pleurosticta,27689,NA,NA
Marleyella bicolorata,7898,NA,NA
Marleyella maldivensis,58874,NA,NA
Maroubra perserrata,46173,NA,NA
Maroubra yasudai,23088,NA,NA
Marukawichthys ambulator,4315,NA,NA
Marukawichthys pacificus,56764,NA,NA
Mascarenichthys heemstrai,64484,NA,NA
Mascarenichthys microphthalmus,64485,NA,NA
Mascarenichthys remotus,66401,NA,NA
Mastigopterus imperator,56351,NA,NA
Masturus lanceolatus,10207,NA,NA
Mataeocephalus acipenserinus,8499,NA,NA
Mataeocephalus adustus,52370,NA,NA
Mataeocephalus cristatus,65025,NA,NA
Mataeocephalus hyostomus,52183,NA,NA
Mataeocephalus kotlyari,64832,NA,NA
Mataeocephalus tenuicauda,8500,NA,NA
Matanui bathytaton,47054,NA,NA
Matanui profundum,47061,NA,NA
Matsubaraea fusiformis,58247,NA,NA
Matsubarichthys inusitatus,59076,NA,NA
Matsuichthys aequipinnis,59107,NA,NA
Mauligobius maderensis,9967,NA,NA
Mauligobius nigri,9969,NA,NA
Maulisia acuticeps,11432,NA,NA
Maulisia argipalla,11434,NA,NA
Maulisia isaacsi,59108,NA,NA
Maulisia mauli,10151,NA,NA
Maulisia microlepis,10152,NA,NA
Maurolicus amethystinopunctatus,60991,NA,NA
Maurolicus australis,51609,NA,NA
Maurolicus breviculus,51616,NA,NA
Maurolicus imperatorius,51610,NA,NA
Maurolicus inventionis,51601,NA,NA
Maurolicus japonicus,60992,NA,NA
Maurolicus javanicus,51614,NA,NA
Maurolicus kornilovorum,51613,NA,NA
Maurolicus mucronatus,51615,NA,NA
Maurolicus muelleri,754,NA,NA
Maurolicus parvipinnis,51606,NA,NA
Maurolicus rudjakovi,51608,NA,NA
Maurolicus stehmanni,51603,NA,NA
Maurolicus walvisensis,51607,NA,NA
Maurolicus weitzmani,51611,NA,NA
Maxillicosta lopholepis,52307,NA,NA
Maxillicosta meridianus,62984,NA,NA
Maxillicosta raoulensis,28230,NA,NA
Maxillicosta reticulata,56290,NA,NA
Maxillicosta scabriceps,14310,NA,NA
Maxillicosta whitleyi,14311,NA,NA
Maynea puncta,12905,NA,NA
Mccoskerichthys sandae,46783,NA,NA
Meadia abyssalis,23276,NA,NA
Meadia roseni,54175,NA,NA
Mecaenichthys immaculatus,12452,NA,NA
Medialuna ancietae,59440,NA,NA
Medialuna californiensis,3597,NA,NA
Medusablennius chani,67036,NA,NA
Megacataetyx niki,16796,NA,NA
Megachasma pelagios,5909,NA,NA
Megalaspis cordyla,384,NA,NA
Megalocottus platycephalus,4114,NA,NA
Megalocottus taeniopterus,48279,NA,NA
Megalomycter teevani,60851,NA,NA
Megalonibea fusca,15920,NA,NA
Melanostomias globulifer,24540,NA,NA
Melanostomias macrophotus,10162,NA,NA
Melanostomias margaritifer,57904,NA,NA
Melanostomias melanopogon,11776,NA,NA
Melanostomias melanops,11778,NA,NA
Melanostomias niger,11777,NA,NA
Melanostomias nigroaxialis,61145,NA,NA
Melanostomias paucilaternatus,11781,NA,NA
Melanostomias pauciradius,59221,NA,NA
Melanostomias pollicifer,22866,NA,NA
Melanostomias stewarti,59212,NA,NA
Melanostomias tentaculatus,11782,NA,NA
Melanostomias valdiviae,7395,NA,NA
Melanostomias vierecki,59211,NA,NA
Mesopristes argenteus,6464,NA,NA
Mesopristes cancellatus,23487,NA,NA
Mesovagus antipodum,16774,NA,NA
Mesovagus berryi,13853,NA,NA
Mirolabrichthys pascalus,6934,NA,NA
Mirolabrichthys tuka,6502,22,28
Mirorictus taningi,58913,NA,NA
Mitotichthys meraculus,46177,NA,NA
Mitotichthys mollisoni,46225,NA,NA
Mitotichthys semistriatus,46179,NA,NA
Megalops atlanticus,1079,10,40
Megalops cyprinoides,227,NA,NA
Meganthias carpenteri,64591,NA,NA
Meganthias filiferus,65656,NA,NA
Meganthias kingyo,57812,NA,NA
Meganthias natalensis,7923,NA,NA
Megatrygon microps,15391,NA,NA
Meiacanthus abditus,46573,NA,NA
Meiacanthus abruptus,66287,NA,NA
Meiacanthus anema,11785,NA,NA
Meiacanthus atrodorsalis,6067,NA,NA
Meiacanthus bundoon,25790,NA,NA
Meiacanthus crinitus,46625,NA,NA
Meiacanthus cyanopterus,66288,NA,NA
Meiacanthus ditrema,6068,NA,NA
Meiacanthus erdmanni,66289,NA,NA
Meiacanthus fraseri,59656,NA,NA
Meiacanthus geminatus,46628,NA,NA
Meiacanthus grammistes,6069,NA,NA
Meiacanthus kamoharai,23758,NA,NA
Meiacanthus limbatus,46613,NA,NA
Meiacanthus lineatus,13746,NA,NA
Meiacanthus luteus,13747,NA,NA
Meiacanthus mossambicus,12755,NA,NA
Meiacanthus naevius,46621,NA,NA
Meiacanthus nigrolineatus,12641,NA,NA
Meiacanthus oualanensis,46684,NA,NA
Meiacanthus phaeus,61228,NA,NA
Meiacanthus procne,46696,NA,NA
Meiacanthus reticulatus,46723,NA,NA
Meiacanthus smithi,7807,NA,NA
Meiacanthus solomon,69240,NA,NA
Meiacanthus tongaensis,46688,NA,NA
Meiacanthus urostigma,61232,NA,NA
Meiacanthus vicinus,46632,NA,NA
Meiacanthus vittatus,13049,NA,NA
Melamphaes acanthomus,12544,NA,NA
Melamphaes contradictorius,68863,NA,NA
Melamphaes danae,16854,NA,NA
Melamphaes ebelingi,59571,NA,NA
Melamphaes eulepis,9050,NA,NA
Melamphaes eurous,70175,NA,NA
Melamphaes falsidicus,66302,NA,NA
Melamphaes hubbsi,9052,NA,NA
Melamphaes inconspicuus,69359,NA,NA
Melamphaes indicus,55110,NA,NA
Melamphaes janae,54128,NA,NA
